-1,6.521043,4.61109,6.489725,4.588912,15.98893,0.2756149,3.105009,0.3733333,NONE
-1,6.52091,4.611073,6.489856,4.588929,15.98893,0.2757189,3.105008,0.4401107,NONE
-1,6.520908,4.611071,6.489859,4.588931,15.98893,0.2757352,3.105008,0.4727689,NONE
-1,6.520904,4.611068,6.489863,4.588933,15.98893,0.2757411,3.105008,0.4956926,NONE
-1,6.520902,4.611067,6.489864,4.588934,15.98893,0.2757443,3.105008,0.5198519,NONE
-1,6.520895,4.611062,6.489872,4.588939,15.98894,0.275746,3.105008,0.6015642,NONE
-1,6.520889,4.611057,6.489878,4.588944,15.98894,0.2757444,3.105011,0.7022717,NONE
-1,6.520883,4.611053,6.489885,4.588949,15.98895,0.2757442,3.105026,0.8023347,NONE
-1,6.520876,4.611048,6.489892,4.588953,15.98895,0.2757446,3.105041,0.9012975,NONE
-1,6.520869,4.611043,6.489898,4.588958,15.98896,0.275744,3.105053,1.000515,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757431,3.105062,1.102294,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757445,3.105081,1.200184,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105093,1.30165,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105108,1.40096,NONE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105121,1.50034,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.275744,3.105133,1.600696,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105147,1.708039,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757443,3.105161,1.807252,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105171,1.908036,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105184,2.012757,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105197,2.108758,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757439,3.10521,2.207363,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105223,2.316808,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105235,2.404095,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105246,2.503568,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105258,2.603863,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757442,3.105271,2.705324,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757435,3.105282,2.800794,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757441,3.105297,2.902999,ACCELERATE
-1,6.520868,4.611042,6.489899,4.588959,15.98896,0.2757438,3.105308,3.00248,ACCELERATE
-1,6.520888,4.611039,6.48988,4.588962,15.98896,0.2757248,3.151287,3.10793,ACCELERATE
-1,6.520942,4.611031,6.489825,4.588971,15.98897,0.2757056,3.326028,3.202342,ACCELERATE
-1,6.521015,4.611023,6.489753,4.588978,15.98898,0.2756981,3.654951,3.304097,ACCELERATE
-1,6.521213,4.61103,6.489555,4.588972,15.98897,0.2829027,4.12911,3.408348,ACCELERATE
-1,6.521394,4.611063,6.489374,4.588938,15.98893,0.2779583,4.664739,3.501954,ACCELERATE
-1,6.52153,4.611129,6.489239,4.588872,15.98887,0.2799763,5.368697,3.60399,ACCELERATE
-1,6.52168,4.611184,6.489089,4.588817,15.9888,0.2788373,6.156408,3.702626,ACCELERATE
-1,6.521874,4.611265,6.488897,4.588736,15.98873,0.2793582,7.055506,3.802955,ACCELERATE
-1,6.522069,4.611345,6.488704,4.588656,15.98865,0.2790621,8.028773,3.901786,ACCELERATE
-1,6.522317,4.611444,6.488455,4.588557,15.98853,0.2791125,9.303968,4.020927,ACCELERATE
-1,6.52258,4.611561,6.488193,4.58844,15.98843,0.2791476,10.27275,4.105775,ACCELERATE
-1,6.52288,4.611697,6.487894,4.588304,15.98829,0.2791715,11.46495,4.205262,ACCELERATE
-1,6.523212,4.611858,6.487562,4.588143,15.98813,0.2791562,12.71619,4.305138,ACCELERATE
-1,6.523573,4.61204,6.487201,4.587962,15.98794,0.2791637,14.00098,4.403943,ACCELERATE
-1,6.523975,4.612247,6.4868,4.587754,15.98774,0.2791584,15.31452,4.501863,ACCELERATE
-1,6.524423,4.612486,6.486353,4.587515,15.98748,0.2791594,16.78558,4.608559,ACCELERATE
